...1,name,category,review.point,price,currency,description,log_price,ABV,Age_of_Whisky,Distillery,Location,Region,Founded,Owner,Age_of_Distillery
424,"bowmore devil’s casks 10 year old, 56.9%",Single Malt Scotch,90,90,$,"Matured in first-fill sherry casks, here we have Bowmore at its ballsiest, with massively bold notes of prune, dried fig, salted treacle, toffee, shoe leather, rose petal, and savory maritime edges that glance toward Marmite, all of which are infiltrated by clouds of smoke. The palate has retained sweetness, mixing black cherry, pipe tobacco, and cloves. Powerful and seriously impressive with fantastic balance that retains Bowmore identity, adds richness, ups the peatiness, and leaves you under Satan’s spell.",4.499809670330265,56.9,10,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1645,"bowmore fèis ìle 2016, 54.9%",Single Malt Scotch,84,71,$,"This vatting of three virgin oak casks and one oloroso butt was so keenly priced that it sold out in seconds, all 1,500 bottles of it. It shows Bowmore, that ever-changing, elusive Islay dram in perfumed, scented mode. I picked up vetiver (an integral part of classic male cologne), but also peach, some flamed peels, and plenty of smoke. The palate dips into the sea for a second, then again becomes scented, alongside gentle chocolate. Amazing price too. £55",4.2626798770413155,54.9,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
609,"bowmore fino cask, 1964 vintage, 49.4%",Single Malt Scotch,89,1500,$,"Amber-gold color. Exotic tropical fruit aromas (citrus, melon, coconut), with interwoven notes of almonds, pear, honey, and subtle peat smoke. Light to medium in body, and very delicate in nature. On the palate, the whisky begins sweet (especially honey), followed by a basket of exotic fruit and nuts similar to its aroma, becoming drier and distantly smoky on the finish. This Bowmore Fino Cask, a whisky which has aged very well indeed, is the first of three limited edition 1964 vintage Bowmore whiskies to be released over the next year. The two to follow in 2003 have been aged in bourbon oak and oloros sherry casks.",7.313220387090301,49.4,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
425,"bowmore laimrig 15 year old, 53.7%",Single Malt Scotch,90,118,$,"This Bowmore has been finished in sherry casks, but without allowing the exuberance of the cask to overwhelm the dram. Instead, there’s concentrated stone fruits, lifted smoke, dried mint, dark chocolate, bitter orange peels, and some smoke. There’s a teasing hint on the tongue of tropical fruits, then a deepening mix of plump dried figs and sultana. Long, layered, with the smoke seamlessly involved, adding accents rather than fogging up proceedings. (Whisky Shop chain only) £70",4.770684624465665,53.7,15,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1018,"bowmore mizunara cask finish, 53.9%",Single Malt Scotch,87,1000,$,"It’s only right that the first single malt scotch given a period of time (3 years in this case) in Japanese oak (mizunara) casks is from Beam Suntory-owned Bowmore. It’s a fascinating mix of the vanilla, spice, and incense notes of mizunara and Bowmore’s distillery characteristics. You get rich peat, black pepper, apricot, and peach all playing alongside each other. The palate is clean and lighter than the nose suggests, with a fresh zestiness before the smoke leans back in.",6.907755278982137,53.9,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
190,"bowmore oloroso sherry cask, 1964 vintage",Single Malt Scotch,92,1500,$,"Mahogany color. Medium to full in body, and rich. Aroma and flavors are very reminiscent of the ""Black Bowmore"" releases: burnt fruit, roasted nuts, fruit cake, polished leather, wood resin, and just a teasing of smoke. There is a harmonious balance between the dry oak spices and the sweet, fruity oloroso sherry notes. Soothing finish.
   Style: Islay single malt Scotch whisky. Price: Approx. $1,500. Only 300 bottles, available this fall at specialty retailers nationwide. 
   This whisky was distilled around the same time-and is very similar in flavor profile-as the legendary ""Black Bowmore"" whiskies released several years ago. Comparing this release with the Black Bowmore is only natural. Having tried this whisky next to the previous Black Bowmores, I can happily say that this whisky is as good as they are (although a lot more expensive). While the original Black Bowmore whiskies are a little bigger and fuller in body (especially towards the finish), this new 1964 Vintage is a tad softer, sweeter, more rounded, and more seductive. This is a very contemplative whisky-the more attention you devote to it, the more pleasure it gives you.",7.313220387090301,NA,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
807,"bowmore tempest (second release), 10 year old, 56%",Single Malt Scotch,88,100,$,"The first Tempest to be imported to the U.S. Aged exclusively in first-fill bourbon casks. With the bourbon cask, and relatively young age, you can really feel all the Islay love. Bracing, with plenty of sea character, along with honeyed vanilla, citrus, floral notes (especially lavender), rumbling peat smoke, tobacco, and resinous oak on the finish.  A bit steep in price for a 10 year old, but very dynamic.",4.605170185988092,56,10,bowmore,Bowmore,Islay,1779,Beam Suntory,245
2100,"bowmore tempest batch 3 (10 year old), 55.6%",Single Malt Scotch,80,80,$,"As cask strength examples of young Bowmore — sold at a very keen price — the small-batch Tempest range is already picking up a cult following. This third release does not disappoint in the smoke department, while the nose also shows some orange zest aromas. That said, it is a little restrained, showing its youth with a pea pod-like character on the palate, while its fruits are emerging but aren’t fully ripened. More of a strong breeze than a tempest. £50",4.382026634673881,55.6,10,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1226,"bowmore tempest iv/dorus mor, 55.1%",Single Malt Scotch,86,119,$,"Tempest to the world, Dorus Mor in the U.S., this has an intensely salty start that’s
like being slapped by a wave on Bowmore’s harbor wall. That marine note
continues: samphire, clams with a squeeze of lemon. Water brings out wet clay.
The palate is equally briny, but with a sprig of lavender, then soft fruits
wreathed in peat smoke. It’s tense and coiled, with real energy when neat, but
it’s best like that, so deal with the heat.",4.77912349311153,55.1,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1644,"bowmore the devil’s casks iii, 56.7%",Single Malt Scotch,84,274,$,"Sadly, the final chapter in a series which deservedly acquired cult status because of the way it showed how well Bowmore behaved in close proximity to sherry casks. This was aged in oloroso and PX and has a thick, dark nose, all dried black fruits and saddlebags. The smoke is sotto voce. The savory nature continues on the palate. It needs water to bring out fresh fruits, and while there’s a bitterness on the end, that’s a minor cavil. £190",5.6131281063880705,56.7,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
306,"bowmore vault edition atlantic sea salt (first release), 51.5%",Single Malt Scotch,91,140,$,"This is the first of four bottlings in the Vault Edition series and was matured in bourbon barrels in the distillery’s famous No.1 Vaults. Nectarines in brine on the nose, with iodine and sweet spices. Medium-bodied on the palate, with peaches, vanilla, salt, and slightly bitter orange. Lingering orange notes in the finish, with cocoa powder and lots of salt. This expression lives up to its name!",4.941642422609304,51.5,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1228,"bowmore vintage fèis ìle 2016 edition 25 year old, 55.7%",Single Malt Scotch,86,455,$,"This was a true double maturation: a dozen years in first-fill bourbon and then 13 years in claret. In its 20s, Bowmore tends to shed its smoke and allows the soft fruits (here, persimmon, nectarine) which have always been there to show themselves. There’s a light oiliness on the tongue. The casks have added vanilla, red fruits, and spice, but the overall impression is of harmony and integration. Lovely. (200 bottles) £350",6.12029741895095,55.7,25,bowmore,Bowmore,Islay,1779,Beam Suntory,245
610,"bowmore voyage, 56%",Single Malt Scotch,89,120,$,"Copper color with shades of ruby. Intriguing aromas of sweet plum, grapes, citrus, peat smoke, seaweed, and brine. Full-bodied and somewhat viscous. Flavors of ripe fruit (plums, grapes, citrus), followed by a burst of more traditional Bowmore flavors (peat smoke, brine, seaweed), finishing with lingering notes of prunes, dates, baker’s chocolate, and licorice.

While there is no age statement, this whisky was aged for 12 years in bourbon barrels, followed by an additional 18 months in ruby port casks. I believe it is the first distillery bottling to marry port with the traditional flavors of an Islay whisky. Because of this, it is best to keep an open mind when trying this whisky, perhaps even having more than one go at it before rendering a verdict. I suspect the more you try Voyage, the more you will like.",4.787491742782046,56,NA,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1803,"bowmore 'wine cask matured', 1992 vintage, 16 year old, 53.5%",Single Malt Scotch,83,120,$,"Aged for six years in bourbon casks, then aged an additional ten years in Bordeaux wine casks. Classic Bowmore peat smoke and red berried fruit (raspberry, strawberry) are the main components of this whisky, with additional notes of plum, grape skin tannins, currant, caramel, and marzipan. Good grip from the Limousin oak (wine casks). Some brine and damp cellar notes emerged occasionally, with the smoke lingering long on the finish.
",4.787491742782046,53.5,16,bowmore,Bowmore,Islay,1779,Beam Suntory,245
97,"bowmore, 16 year old, 1989 vintage, 51.8%",Single Malt Scotch,93,90,$,"No frills here, just pure, unadulterated Bowmore. This Islay whisky speaks of its location in a very pure and natural way. I find invigorating brine, seaweed, green olive, and fishnets, along with the classic Bowmore peat smoke. All these flavors are softened by gentle vanilla and honeyed malt, while background tropical fruit add complexity. 
",4.499809670330265,51.8,16,bowmore,Bowmore,Islay,1779,Beam Suntory,245
2201,"bowmore, 16 year old, 1990 vintage, 53.8%",Single Malt Scotch,78,85,$,"A sherry cask-matured Bowmore. Introduced as ""the brother"" to the 1989 vintage Bowmore released about a year ago (aged in bourbon casks). Notes of waxed fruit, dates, fruitcake, and raisin permeate through tarry rope, leather boots, wet socks, and ripe peat. Underlying notes of demerara rum, chocolate-covered coffee beans, and sea salt. A hedonistic Bowmore with an earthy, rustic demeanor. (1,800 bottles for the U.S.) 
",4.442651256490317,53.8,16,bowmore,Bowmore,Islay,1779,Beam Suntory,245
304,"bowmore, 18 year old, 43%",Single Malt Scotch,91,85,$,"This replaces the 17 year old in the standard Bowmore portfolio. (The 17 year old will now be Duty Free Only.) The difference is significant. This one is more sherried than the 17 year old, and it wears the sherry well. I know that many of you, like myself, adore the 17 year old. Indeed, I feel that the 17 year old displays the true essence of Bowmore. But this 18 year old integrates the sherry notes with the Bowmore signature to create a richly flavored Islay whisky experience. Thick toffee, ripe fruit, and tar-tinged smoke are accentuated by dark chocolate, cocoa powder, burnt raisin, dates, and sea salt. Long, entertaining finish. 
",4.442651256490317,43,18,bowmore,Bowmore,Islay,1779,Beam Suntory,245
353,"bowmore, 18 year old, 43%",Single Malt Scotch,91,85,$,"This replaces the 17 year old in the standard Bowmore portfolio. (The 17 year old will now be Duty Free Only). The difference is significant. This one is more sherried than the 17 year old, and it wears the sherry well. I know that many of you, like myself, adore the 17 year old. Indeed, I feel that the 17 year old displays the true essence of Bowmore. But this 18 year old integrates the sherry notes with the Bowmore signature to create a richly flavored Islay whisky experience. Thick toffee, ripe fruit, and tar-tinged smoke are accentuated by dark chocolate, cocoa powder, burnt raisin, dates, and sea salt. Long, entertaining finish. 
",4.442651256490317,43,18,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1015,"bowmore, 1991 vintage, 16 year old, 53.1%",Single Malt Scotch,87,100,$,"Matured in a port pipe. The third in a trilogy (the other two being bourbon and sherry cask-aged). I like this one better than the sherry cask 1990 vintage, but not quite as much as the bourbon cask bottling which was in our Top Ten whiskies two years ago. Lovely amber ruby color. The port flavors are obvious, but not sappy or dominating. They’re clean, and contribute a layered sweetness and ripe red berry fruit notes to the traditional, moderately peated Bowmore smoke and peat. Lingering smoke and chocolate on the finish. 
",4.605170185988092,53.1,16,bowmore,Bowmore,Islay,1779,Beam Suntory,245
303,"bowmore, 25 year old, 43%",Single Malt Scotch,91,160,$,"Amber chestnut color. Aromas of rich sherry, ripe fruit, toffee, molasses, peat smoke, damp oak, and nuts. Medium to full in body. Its flavors start out rich and sweet, with sherried fruit, toffee, and dark chocolate. It then becomes drier with notes of peat, smoked nuts, seaweed and brine, ultimately finishing with notes of spice, bitter chocolate, and smoky smoldering embers. 
   Style: Islay single malt Scotch whisky. Price: approx. $160. Available at specialty retailers nationwide. 
   This is a new bottling of Bowmore 25 year old and an improved one at that. It is richer, fuller, and more balanced than its predecessor. A wonderful dram indeed. The 17 year old was my favorite of the standard Bowmore line. Not anymore.",5.075173815233827,43,25,bowmore,Bowmore,Islay,1779,Beam Suntory,245
420,"bowmore, 34 year old, 1971 vintage, 51%",Single Malt Scotch,90,800,$,"A lovely example of a mature, sherried Bowmore. Its rich flavors evolve on the palate and are nicely balanced. Lush fruit, juicy oak, damp peat, and kiln smoke are peppered with cinnamon, raisins, dates, and cocoa. Warming, soothing finish. Not quite Black Bowmore, but a delicious whisky nonetheless. 
",6.684611727667927,51,34,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1446,"bowmore, 37 year old, 1968 vintage, 43.4%",Single Malt Scotch,85,1000,$,"Every once in a while you get whisky where the palate is completely different than the nose. This is one of those whiskies. Aged in bourbon casks and 37 years old, its aroma expresses tropical fruits (similar to other older Bowmores), with papaya, lemon, mango, strawberry, coconut, and banana. This is balanced by vanilla, crème brûlée, honey, and just a wisp of smoke. Bowmore’s Islay roots are more expressive on the palate, which starts off sweet and slightly oily, quickly evolving to tropical fruit, damp oak, and then leafy smoke through to the finish. The sweetness emerges again towards the finish, with subtle brine and seaweed. (120 bottles for the U.S.) 
",6.907755278982137,43.4,37,bowmore,Bowmore,Islay,1779,Beam Suntory,245
8,"bowmore, 40 year old, 44.8%",Single Malt Scotch,96,11000,$,"Definitely showing its age, but not in a bad way — the distillery character is still there. Solid foundation of thick, chewy toffee, old pot still rum, and fig cake. Fruity too, with notes of golden raisin and nectarine. Soft, seductive peat smoke, juicy oak, cinnamon, and brine round out the palate. Excellent balance! One of the finest Bowmore whiskies I’ve ever tasted (and, at this price, will probably never taste again.) (Editor's Pick)",9.305650551780507,44.8,40,bowmore,Bowmore,Islay,1779,Beam Suntory,245
1232,"br5 elements of islay (distilled at bruichladdich), 53.8%",Single Malt Scotch,86,100,$,"The nose is slightly closed, all very delicate, with some hay-like aromas akin to harvest time. This gentleness allows sweet melon-like fruits to come through, alongside patisserie, icing, gentle vanilla, and an effect like Hedione, the ‘smell’ of sunshine. Rounded and very sweet, typical of the distillery, with a lightly drying effect similar to powdered icing sugar. It slightly loses it with water, so keep neat. A pleasant, straight down the middle Laddie. £60/500 ml",4.605170185988092,53.8,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
53,"brora 1978 35 year old (diageo special release 2014), 48.6%",Single Malt Scotch,94,1250,$,"This is the 13th annual release of Brora, which has been aged in refill American oak and refill European oak casks. Hessian and hemp on the early nose, with a whiff of ozone, discreet peat, and old tar. Fragrant and fruity notes develop, with ripe apples, and a hint of honey. The palate is waxy, sweet, and spicy, with heather and ginger. Mildly medicinal and smoky. Dries steadily in the finish to aniseed, black pepper, dark chocolate, and fruity tannins. (2,964 bottles)",7.1308988302963465,48.6,35,brora,Brora,Highland,1819,Diageo,205
25,"brora 2010, 54.3%",Single Malt Scotch,95,455,$,"Though Brora has acquired cult status, it has to be said that for a few years these Special Release Broras went through an off-putting butyric phase, which might well have put off newbies to this legendary closed site, who must have wondered what all the fuss was about.
One nose of the 2010 SR shows that these days have been consigned to the past. This is classy from the word go. Gold in color; the nose manages to be both overtly waxy — I’m reminded of waxed paper — and fragrant. Behind that is coal smoke, rather than the heavy peatiness of earlier vintages (Brora’s peating levels varied in its last years). In other words, this is robust and powerful, with an evocative aroma that speaks of old sea chests, the seashore, and vellum. Hugely concentrated, with massed fruits — quince especially — following behind. This is amplified with a drop or two of water. 
The palate is unctuous and heavy. Tectonic plates move more quickly than this does in the mouth. When it does, the oily/waxy textures and flavors move slowly — camphor, peach, membrillo, hints of citrus, and toward the finish a growing brininess (akin to olives) and a hint of smoke. Elemental and one of the best Broras for years. [not available in the U.S.]£280",6.12029741895095,54.3,NA,brora,Brora,Highland,1819,Diageo,205
101,"brora 34 year old (diageo special releases 2017), 51.9%",Single Malt Scotch,93,1700,$,"Distilled in 1982, this expression was matured in refill American oak hogsheads. It is the 16th Brora in the Special Releases series. Ripe pears and vanilla on the nose; progressively more perfumed, with developing toffee notes. Slightly waxy on the palate, with fresh-squeezed lemon and sweet background smoke contrasting with spicy dark berries. Plain chocolate, sultanas, and raisins in the medium-length finish. A relatively restrained Brora. (3,000 bottles)",7.438383530044307,51.9,34,brora,Brora,Highland,1819,Diageo,205
51,"brora 35 year old special release 2012, 48.1%",Single Malt Scotch,94,645,$,"Previous Broras in the Diageo Special Release series have set the bar remarkably high, and this, the eleventh such bottling, does not disappoint. The component whiskies were distilled during 1976 and 1977 and matured in refill American oak casks. The nose offers lemon and contrasting vanilla and honeycomb aromas. Musty malt and coal in the background. The citrus and honey themes continue into the slightly earthy, peppery palate, while French mustard and coal figure in the drying finish. 1,566 bottles.",6.4692503167957724,48.1,35,brora,Brora,Highland,1819,Diageo,205
26,"brora 35 year old, 49.9%",Single Malt Scotch,95,750,$,"Maturation of this 1978 distillate has taken place in European oak and refill American oak casks. Fresh and fruity on the early, herbal nose; a hint of wax, plus brine, developing walnut fudge, and an underlying wisp of smoke. Finally, wood resin. The palate is very fruity, with mixed spices, then plain chocolate, damp undergrowth, gentle peat smoke, and finally coal. Mildly medicinal. Ashy peat and aniseed linger in the long, slowly drying finish. Brora at its very best. (2,944 bottles) Editor's Choice",6.620073206530356,49.9,35,brora,Brora,Highland,1819,Diageo,205
99,"brora 37 year old (diageo special releases 2015), 50.4%",Single Malt Scotch,93,1925,$,"An old Special Releases favorite, this is the fourteenth such Brora bottling. Distilled in 1977 and matured in refill American oak hogsheads, it is the oldest Brora issued by Diageo to date. 2,976 bottles have been released. Leather, ginger, and stewed fruits on the nose, with smoky, dusty aromas. Lighter and fresher than previous veteran releases, with cooking apples, cinnamon, fudge, dried grass, and light peat on the palate. Sweet notes fade, leaving earthy, savory smoke in the long finish.",7.562681246721884,50.4,37,brora,Brora,Highland,1819,Diageo,205
100,"brora 38 year old, 48.6%",Single Malt Scotch,93,2200,$,"Another Special Releases staple, this is the fifteenth and oldest Brora in the series to date. The nose offers hemp, oiled brown paper, lemon juice, ashy peat, and sweetening malt. The oily palate boasts sweet fruit notes, peaty toffee, and ginger. Long in the softly smoky finish, with black pepper, plain chocolate, char, and licorice. Diageo Special Releases 2016. (2,984 bottles)",7.696212639346407,48.6,38,brora,Brora,Highland,1819,Diageo,205
52,"brora 40 year old single cask 1972 vintage, 59.1%",Single Malt Scotch,94,11824,$,"Just 160 bottles of 1972 Brora are available through UK World of Whiskies and World Duty Free Group stores. The oldest bottling of Brora to date was distilled using heavily-peated malt. A big hit of oily peat on the early nose, with malt, dried fruit, and black pepper. Mildly medicinal. The palate yields bonfire ash, licorice, honey, more pepper, and well-integrated oak. The finish is long, with peat smoke, plain chocolate, and tannins lingering in harmony. Complex and rewarding. £7,000",9.377886643187983,59.1,40,brora,Brora,Highland,1819,Diageo,205
307,"brora, 25 year old, 56.3%",Single Malt Scotch,91,350,$,"Quite lively for 25 years, with layers of bright fruit (lemon, nectarine, grapefruit, pineapple) on a bed of vanilla and honey. There’s a peppering of dried spice, smoldering ember, and beach pebbles. Lightly smoky, dried spice finish. Very nice. Brora enthusiasts will not be disappointed, but the prices of the whisky from this shuttered distillery are creeping up.
",5.857933154483459,56.3,25,brora,Brora,Highland,1819,Diageo,205
24,"brora, 30 year old (2009 release), 53.2%",Single Malt Scotch,95,400,$,"This whisky has all the positive aspects of a very mature whisky (depth, complexity) without all the negative ones (excessive oak, one-dimensional). Very clean, but oily in texture, with honeyed vanilla, caramel, citrus (tangerine, orange, lemon), nectarine, olive brine, black pepper, ginger, cut grass, mustard seed, and just the hint of teasing smoke. Briny, spicy finish. Wonderful!",5.991464547107982,53.2,30,brora,Brora,Highland,1819,Diageo,205
22,"brora, 30 year old, 55.7%",Single Malt Scotch,95,400,$,"Astonishingly fresh and clean for 30 years in oak, and with incredible depth. Slight oily texture. Appetizing brine, with honeyed vanilla, mustard seed, green olive, Seville orange, and lemon zest. Underlying smoke, damp peat, and seaweed. Put simply, Brora at its finest. 
",5.991464547107982,55.7,30,brora,Brora,Highland,1819,Diageo,205
757,"bruichladdich (port charlotte) pc7, 61%",Single Malt Scotch,89,150,$,"Aged in a combination of sherry and bourbon oak. Bold and fresh, bursting with testosterone. Notes of damp kiln smoke, tar, wet sheep, roasted chestnuts, and pine forest bedding, along with more subtle pear, espresso, anise, and brine. Sweet notes of vanilla, fig cake, and maple syrup serve up balance and complexity. Appetizing brine and tar finish. It’s more mature than last year’s PC6. Earthier and less fruity, too! Plus, I feel that the sherry notes in PC7 integrate better than the Madeira notes from PC6. But my favorite is still the original PC5 for its purity, balance, maturity (for its age), and pristine character. (I lined up all three yesterday and tasted them side-by-side.)",5.0106352940962555,61,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
431,"bruichladdich 10 year old, 46%",Single Malt Scotch,90,57,$,"The first 10 year old distilled by the current owners back in 2001. Lovely marriage of both bourbon and sherry casks, and quite fresh, with a maturity resembling a 12 year old, rather than 10. Smooth on the palate and very drinkable, with creamy vanilla, honeycomb, banana bread, bright lemon, melon (honeydew, cantaloupe), tangerine, candied ginger, and delicate brine. With all the Bruichladdich razzle-dazzle over the past decade, we can embrace this unpretentiously delicious Laddie with open arms.",4.04305126783455,46,10,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
427,"bruichladdich 15 year old, 2nd edition, 46%",Single Malt Scotch,90,80,$,"Finished in Chateau d’Yquem casks, and it shows. There’s a creamy, honeyed sweetness and viscosity to this whisky that is very soothing. Bruichladdich’s brisk sea character cuts through the lightly syrup-like thickness and keeps the whisky fresh and lively, while notes of golden raisin, peaches, lemon gum drops, vanilla, and coconut add complexity. Satisfying salty/sweet finish. 
",4.382026634673881,46,15,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
429,"bruichladdich 1973 vintage, 40.2% abv",Single Malt Scotch,90,285,$,"This one is my favorite of the four distillery-bottled Bruichladdich whiskies reviewed here. It still quite lively and nicely balanced for such a mature whisky (and reminiscent of the previous 1970 vintage in this respect), with some floral notes and brine emerging from its fruity, vanilla, truffle, nougat foundation. Still, it maintains an air of lightness and freshness throughout, with a pleasingly dry, subtly spicy finish that lingers. 
",5.652489180268651,40.2,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
103,"bruichladdich 1984, 43.7%",Single Malt Scotch,93,1100,$,"This 32 year old bottling was aged in twelve bourbon barrels and re-casked into fresh bourbon wood in 2009. It offers a nose of canned peaches, dates, marzipan, and a hint of milky coffee. Rich fruit flavors lead on the palate: peach, pineapple, and mango, with vanilla and nutty oak. Slowly drying in the finish, with warming spices. Sometimes good bourbon casks are all you need. (3,000 bottles)",7.003065458786462,43.7,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
192,"bruichladdich 1985, 48.7%",Single Malt Scotch,92,1100,$,"Originally filled into 22 third-fill bourbon casks, this 32 year old was re-casked into first-fill bourbon barrels in 2012, then finished in French oak wine barrels. Fresh peaches on the nose, with vanilla fudge, honey, and ginger. Fruity and spicy on the luscious palate, with orange, cinnamon, and coconut. Long in the finish, with ever-present fruitiness, plus prickly chili notes. (4,200 bottles)",7.003065458786462,48.7,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
309,"bruichladdich 1986, 44.6%",Single Malt Scotch,91,1100,$,"This expression was distilled in December 1986 and filled into seven oloroso sherry butts. In 2012 the whisky was transferred to Pedro Ximénez butts for finishing. The nose yields sultanas, figs, old leather, and white pepper. Very sweet fruit notes on the palate, almost sugary, with background rich sherry, dates, and treacle. Long and warming in the finish, with a wisp of smoke and fruit spices. (4,200 bottles)",7.003065458786462,44.6,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1806,"bruichladdich 20 year old 'second edition', 46%",Single Malt Scotch,83,170,$,"A departure from the first edition of Bruichladdich 20 year old, and very Glenmorangie-esque-given that it was aged for five weeks in Mourvedre wine casks before being bottled. The wine influence is evident, both in appearance (a pinkish hue), its palate (berry fruits), and even its nickname (""flirtation""). It is quite a sweet Bruichladdich, with chewy toffee, ripe berries, background pit fruits, and earthy/ resinous spicy notes-especially on the finish. A Bruichladdich fresh Islay sea breeze character fights its way through, but it is a struggle. 
",5.135798437050262,46,20,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1805,"bruichladdich 20 year old, 3rd edition, 46%",Single Malt Scotch,83,170,$,"Finished in Madeira casks. An interesting contrast to the 15 year old. This one is more challenging than soothing (and quite dry too -- especially on the palate), with dominant red fruit (currant, raspberry, strawberry), plum, baked cinnamon apple, polished leather, bourbon, almonds, and just the hint of smoke and brine. Dry, resinous finish. An intense Laddie.",5.135798437050262,46,20,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1233,"bruichladdich 2001 15 year old (2016-1881-135-phd), 50%",Single Malt Scotch,86,123,$,"The official Fèis Ìle  2016 bottling. This is a mix of bourbon and wine casks given a period in virgin oak. The finish initially adds a certain sauna-like element, but then the distillery’s lemon drops and flowers come through, alongside baked apples, coconut, and a touch of smoke. The alcohol burn is negligible, allowing more estery elements, melon, and red fruits to come through. A classic Laddie, in other words. (1881 bottles) £95",4.812184355372417,50,15,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
428,"bruichladdich 3d, the big peat, 50%",Single Malt Scotch,90,65,$,"A marriage of Bruichladdich with three different peating levels. Devotees of young, smoky Islay whiskies will enjoy this one. It is youthful and explosive, with earthy peat smoke, fish nets, brine, and kiln ash. All this is tamed beautifully by notes of vanilla wafer, seductive malt, marshmallow, spiced peaches, and pear. 
",4.174387269895637,50,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
617,"bruichladdich bere barley 2008, 50%",Single Malt Scotch,89,83,$,"Bere is an ancient strain of barley which is stubbornly difficult to grow and mash. For this, Bruichladdich has gone to a specialist farm on Orkney. The nose is intriguingly aromatic, sweet and slightly corn-like, with a sweet nuttiness behind. It becomes very floral (night-scented stocks) with white currant, lemon sherbet, and a lift of tangerine before water brings out sakura (cherry blossom) syrup and bread. The palate is very sweet and concentrated. Remarkable. Keep watching. £52",4.418840607796598,50,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1938,"bruichladdich bere barley 2009, 50%",Single Malt Scotch,82,75,$,"Using this ancient barley variety is a challenge for a distiller. The yields are low, the mash thick and hard to work, but I’m delighted that Bruichladdich has persevered. It adds a more overt cereal note to the whisky, taking the Laddie off into a different world of honey-nut corn flakes. There’s also a surprising rose-like perfume. It’s young, so add water to cut its more, er, bracing qualities. In fact, have it with ice and soda. (Travel Retail exclusive) £58",4.31748811353631,50,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
308,"bruichladdich black art 05.1 1992, 48.4%",Single Malt Scotch,91,330,$,"As ever, the composition of Black Art is a closely guarded secret, and this is distiller Adam Hannett’s first such assembly. Rich aromas of fig, succulent autumn berries, sherry, cream, and malt feature on the complex, floral nose. Viscous on the palate, which opens dry, with developing berry fruits and spicy oak, plus dried fruits and candied peel. Long and drying in the finish, with plum and peppery oak.",5.799092654460526,48.4,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
616,"bruichladdich black art 4 23 year old, 49.2%",Single Malt Scotch,89,322,$,"A mélange of casks and techniques that only Jim McEwan knows about. The fourth iteration of his Black Art manages to mix mature notes of beeswax-burnished church pews, a sprinkling of rose water, dried mango, rosehip syrup, and potpourri. The palate opens to Parma violets, underpinned with light lavender, where fleshiness mingles with the exotic notes of manuka honey, pomegranate, apricot pits, and dried lemon. It pushes malt into a new area, but that’s the point. £200",5.7745515455444085,49.2,23,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1648,"bruichladdich full strength, 1989 vintage, 13 years old, 57.1 abv %",Single Malt Scotch,84,90,$,"Aged in used bourbon barrels. A fresh, appetizing whisky of brine and white pepper, with an underlying foundation of vanilla, barley, and grassy/hay-like notes. A very subtle teasing of citrus lingers throughout. Very clean and straight-forward, with an appetizing finish. A whisky aperitif? 
",4.499809670330265,57.1,13,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
